obra_id,semana_indice,semana_numero,fecha_corte,fase_estudio,origen_datos,compromiso_id,tarea_uid,descripcion,zona,proveedor_cod,cumplimiento,causa_cod,causa_etiqueta,causa_grupo,cantidad_plan,cantidad_ejec,unidad,dias_cierre
cmtck59kx0000xgpbxk8eymvl,2,2,2026-01-16,PRE,RECONSTRUIDO,cmtck59ng000qxgpbeo5kxsdz,,Actividad 12 de la semana 2,Piso 2,,0,6,CLIENTE_TERCEROS,EXTERNA,,,,0
cmtck59kx0000xgpbxk8eymvl,2,2,2026-01-16,PRE,RECONSTRUIDO,cmtck59nl000rxgpbuyinp2do,,Actividad 13 de la semana 2,Piso 1,,0,7,CLIMA,EXTERNA,,,,0
cmtck59kx0000xgpbxk8eymvl,2,2,2026-01-16,PRE,RECONSTRUIDO,cmtck59nn000sxgpbzcbp0yh1,,Actividad 14 de la semana 2,Piso 2,,0,2,MATERIALES,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,3,3,2026-01-23,PRE,RECONSTRUIDO,cmtck59nt000uxgpbdxwjt7as,,Actividad 1 de la semana 3,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,3,3,2026-01-23,PRE,RECONSTRUIDO,cmtck59nw000vxgpbm5xadseg,,Actividad 2 de la semana 3,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,3,3,2026-01-23,PRE,RECONSTRUIDO,cmtck59o5000wxgpb9tbtt3qd,,Actividad 3 de la semana 3,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,3,3,2026-01-23,PRE,RECONSTRUIDO,cmtck59o7000xxgpblhtu8z70,,Actividad 4 de la semana 3,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,3,3,2026-01-23,PRE,RECONSTRUIDO,cmtck59o9000yxgpbk45wxhbe,,Actividad 5 de la semana 3,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,3,3,2026-01-23,PRE,RECONSTRUIDO,cmtck59ob000zxgpblu1o7gs9,,Actividad 6 de la semana 3,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,3,3,2026-01-23,PRE,RECONSTRUIDO,cmtck59od0010xgpbe64ck3og,,Actividad 7 de la semana 3,Piso 1,,0,3,MANO_OBRA,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,3,3,2026-01-23,PRE,RECONSTRUIDO,cmtck59of0011xgpbztqw5q5u,,Actividad 8 de la semana 3,Piso 2,,0,1,PRERREQUISITO,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,3,3,2026-01-23,PRE,RECONSTRUIDO,cmtck59og0012xgpb0nrd0t2z,,Actividad 9 de la semana 3,Piso 1,,0,5,INFORMACION,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,3,3,2026-01-23,PRE,RECONSTRUIDO,cmtck59oi0013xgpbpxt1sh07,,Actividad 10 de la semana 3,Piso 2,,0,4,EQUIPOS,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,3,3,2026-01-23,PRE,RECONSTRUIDO,cmtck59ok0014xgpbnb0u9gfz,,Actividad 11 de la semana 3,Piso 1,,0,6,CLIENTE_TERCEROS,EXTERNA,,,,0
cmtck59kx0000xgpbxk8eymvl,4,4,2026-01-30,PRE,RECONSTRUIDO,cmtck59on0016xgpb9l0k8z4m,,Actividad 1 de la semana 4,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,4,4,2026-01-30,PRE,RECONSTRUIDO,cmtck59op0017xgpbdpy2zs4n,,Actividad 2 de la semana 4,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,4,4,2026-01-30,PRE,RECONSTRUIDO,cmtck59or0018xgpb6hkh8gz7,,Actividad 3 de la semana 4,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,4,4,2026-01-30,PRE,RECONSTRUIDO,cmtck59os0019xgpb5ng73ebm,,Actividad 4 de la semana 4,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,4,4,2026-01-30,PRE,RECONSTRUIDO,cmtck59ou001axgpbdtvm7vp7,,Actividad 5 de la semana 4,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,4,4,2026-01-30,PRE,RECONSTRUIDO,cmtck59ow001bxgpb8fjhfr1u,,Actividad 6 de la semana 4,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,4,4,2026-01-30,PRE,RECONSTRUIDO,cmtck59ox001cxgpbhov73pl1,,Actividad 7 de la semana 4,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,4,4,2026-01-30,PRE,RECONSTRUIDO,cmtck59oz001dxgpbwylxlc3t,,Actividad 8 de la semana 4,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,4,4,2026-01-30,PRE,RECONSTRUIDO,cmtck59p0001exgpb1e97j8lj,,Actividad 9 de la semana 4,Piso 1,,0,4,EQUIPOS,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,4,4,2026-01-30,PRE,RECONSTRUIDO,cmtck59p2001fxgpbzgtntbq5,,Actividad 10 de la semana 4,Piso 2,,0,6,CLIENTE_TERCEROS,EXTERNA,,,,0
cmtck59kx0000xgpbxk8eymvl,4,4,2026-01-30,PRE,RECONSTRUIDO,cmtck59p3001gxgpbcnvd334f,,Actividad 11 de la semana 4,Piso 1,,0,7,CLIMA,EXTERNA,,,,0
cmtck59kx0000xgpbxk8eymvl,4,4,2026-01-30,PRE,RECONSTRUIDO,cmtck59p5001hxgpbcp33fki9,,Actividad 12 de la semana 4,Piso 2,,0,2,MATERIALES,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,4,4,2026-01-30,PRE,RECONSTRUIDO,cmtck59p7001ixgpbei2uy6gf,,Actividad 13 de la semana 4,Piso 1,,0,3,MANO_OBRA,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,5,5,2026-02-06,PRE,RECONSTRUIDO,cmtck59pa001kxgpbdbt402yu,,Actividad 1 de la semana 5,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,5,5,2026-02-06,PRE,RECONSTRUIDO,cmtck59pd001lxgpb31bbcj0p,,Actividad 2 de la semana 5,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,5,5,2026-02-06,PRE,RECONSTRUIDO,cmtck59pe001mxgpb5eeiswll,,Actividad 3 de la semana 5,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,5,5,2026-02-06,PRE,RECONSTRUIDO,cmtck59pg001nxgpb14bkstye,,Actividad 4 de la semana 5,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,5,5,2026-02-06,PRE,RECONSTRUIDO,cmtck59pi001oxgpbvccm5iav,,Actividad 5 de la semana 5,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,5,5,2026-02-06,PRE,RECONSTRUIDO,cmtck59pj001pxgpbvnzn6mva,,Actividad 6 de la semana 5,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,5,5,2026-02-06,PRE,RECONSTRUIDO,cmtck59pl001qxgpb4x2w8yb5,,Actividad 7 de la semana 5,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,5,5,2026-02-06,PRE,RECONSTRUIDO,cmtck59pn001rxgpbgh5cl3p2,,Actividad 8 de la semana 5,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,5,5,2026-02-06,PRE,RECONSTRUIDO,cmtck59pp001sxgpbftp5eosu,,Actividad 9 de la semana 5,Piso 1,,0,6,CLIENTE_TERCEROS,EXTERNA,,,,0
cmtck59kx0000xgpbxk8eymvl,5,5,2026-02-06,PRE,RECONSTRUIDO,cmtck59pr001txgpbmwvo5wzv,,Actividad 10 de la semana 5,Piso 2,,0,7,CLIMA,EXTERNA,,,,0
cmtck59kx0000xgpbxk8eymvl,5,5,2026-02-06,PRE,RECONSTRUIDO,cmtck59pt001uxgpbhz6wha1z,,Actividad 11 de la semana 5,Piso 1,,0,2,MATERIALES,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,5,5,2026-02-06,PRE,RECONSTRUIDO,cmtck59pu001vxgpbb1cjchh8,,Actividad 12 de la semana 5,Piso 2,,0,3,MANO_OBRA,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,5,5,2026-02-06,PRE,RECONSTRUIDO,cmtck59pw001wxgpbfj3r8viw,,Actividad 13 de la semana 5,Piso 1,,0,1,PRERREQUISITO,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,5,5,2026-02-06,PRE,RECONSTRUIDO,cmtck59py001xxgpbs7pa7cv1,,Actividad 14 de la semana 5,Piso 2,,0,5,INFORMACION,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,5,5,2026-02-06,PRE,RECONSTRUIDO,cmtck59q0001yxgpb8vpz3qn6,,Actividad 15 de la semana 5,Piso 1,,0,4,EQUIPOS,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,6,6,2026-02-13,PRE,RECONSTRUIDO,cmtck59q40020xgpbfma6hloi,,Actividad 1 de la semana 6,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,6,6,2026-02-13,PRE,RECONSTRUIDO,cmtck59q60021xgpbl2gku4t1,,Actividad 2 de la semana 6,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,6,6,2026-02-13,PRE,RECONSTRUIDO,cmtck59q70022xgpbxyw1duar,,Actividad 3 de la semana 6,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,6,6,2026-02-13,PRE,RECONSTRUIDO,cmtck59q90023xgpb4mgwvs7r,,Actividad 4 de la semana 6,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,6,6,2026-02-13,PRE,RECONSTRUIDO,cmtck59qa0024xgpbqkph8hy0,,Actividad 5 de la semana 6,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,6,6,2026-02-13,PRE,RECONSTRUIDO,cmtck59qc0025xgpbflhiuln0,,Actividad 6 de la semana 6,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,6,6,2026-02-13,PRE,RECONSTRUIDO,cmtck59qe0026xgpb9nosxxyx,,Actividad 7 de la semana 6,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,6,6,2026-02-13,PRE,RECONSTRUIDO,cmtck59qf0027xgpbhidjlbda,,Actividad 8 de la semana 6,Piso 2,,0,6,CLIENTE_TERCEROS,EXTERNA,,,,0
cmtck59kx0000xgpbxk8eymvl,6,6,2026-02-13,PRE,RECONSTRUIDO,cmtck59qh0028xgpbcsiqpt0s,,Actividad 9 de la semana 6,Piso 1,,0,7,CLIMA,EXTERNA,,,,0
cmtck59kx0000xgpbxk8eymvl,6,6,2026-02-13,PRE,RECONSTRUIDO,cmtck59qj0029xgpbjifpwrht,,Actividad 10 de la semana 6,Piso 2,,0,2,MATERIALES,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,6,6,2026-02-13,PRE,RECONSTRUIDO,cmtck59ql002axgpb5jqax6lg,,Actividad 11 de la semana 6,Piso 1,,0,3,MANO_OBRA,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,6,6,2026-02-13,PRE,RECONSTRUIDO,cmtck59qm002bxgpbo2d0a7t0,,Actividad 12 de la semana 6,Piso 2,,0,1,PRERREQUISITO,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,7,7,2026-02-20,PRE,RECONSTRUIDO,cmtck59qq002dxgpb6rfzvv3n,,Actividad 1 de la semana 7,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,7,7,2026-02-20,PRE,RECONSTRUIDO,cmtck59qr002exgpbpz5sr1l9,,Actividad 2 de la semana 7,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,7,7,2026-02-20,PRE,RECONSTRUIDO,cmtck59qs002fxgpbxha2qpv1,,Actividad 3 de la semana 7,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,7,7,2026-02-20,PRE,RECONSTRUIDO,cmtck59qu002gxgpbbabo8bl1,,Actividad 4 de la semana 7,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,7,7,2026-02-20,PRE,RECONSTRUIDO,cmtck59qv002hxgpbhr3hloif,,Actividad 5 de la semana 7,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,7,7,2026-02-20,PRE,RECONSTRUIDO,cmtck59qx002ixgpbygj7bm7x,,Actividad 6 de la semana 7,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,7,7,2026-02-20,PRE,RECONSTRUIDO,cmtck59qz002jxgpbs6urejuj,,Actividad 7 de la semana 7,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,7,7,2026-02-20,PRE,RECONSTRUIDO,cmtck59r1002kxgpb99lmi6la,,Actividad 8 de la semana 7,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,7,7,2026-02-20,PRE,RECONSTRUIDO,cmtck59r3002lxgpbk56y4lsv,,Actividad 9 de la semana 7,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,7,7,2026-02-20,PRE,RECONSTRUIDO,cmtck59r4002mxgpbkhd60k9y,,Actividad 10 de la semana 7,Piso 2,,0,3,MANO_OBRA,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,7,7,2026-02-20,PRE,RECONSTRUIDO,cmtck59r6002nxgpbrrgwp9wz,,Actividad 11 de la semana 7,Piso 1,,0,1,PRERREQUISITO,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,7,7,2026-02-20,PRE,RECONSTRUIDO,cmtck59r7002oxgpbqqzml9vo,,Actividad 12 de la semana 7,Piso 2,,0,5,INFORMACION,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,7,7,2026-02-20,PRE,RECONSTRUIDO,cmtck59ra002pxgpb94tbwfmr,,Actividad 13 de la semana 7,Piso 1,,0,4,EQUIPOS,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,7,7,2026-02-20,PRE,RECONSTRUIDO,cmtck59rc002qxgpbx6keh27v,,Actividad 14 de la semana 7,Piso 2,,0,6,CLIENTE_TERCEROS,EXTERNA,,,,0
cmtck59kx0000xgpbxk8eymvl,8,8,2026-02-27,PRE,RECONSTRUIDO,cmtck59rf002sxgpb6d60iznm,,Actividad 1 de la semana 8,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,8,8,2026-02-27,PRE,RECONSTRUIDO,cmtck59rh002txgpb9g17hlt8,,Actividad 2 de la semana 8,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,8,8,2026-02-27,PRE,RECONSTRUIDO,cmtck59rk002uxgpbf7cfumfl,,Actividad 3 de la semana 8,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,8,8,2026-02-27,PRE,RECONSTRUIDO,cmtck59rn002vxgpbmf1z56cr,,Actividad 4 de la semana 8,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,8,8,2026-02-27,PRE,RECONSTRUIDO,cmtck59rs002wxgpbaaff5swg,,Actividad 5 de la semana 8,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,8,8,2026-02-27,PRE,RECONSTRUIDO,cmtck59rv002xxgpb37l8s1dn,,Actividad 6 de la semana 8,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,8,8,2026-02-27,PRE,RECONSTRUIDO,cmtck59rw002yxgpbz09mgmud,,Actividad 7 de la semana 8,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,8,8,2026-02-27,PRE,RECONSTRUIDO,cmtck59rz002zxgpbp1odh2vl,,Actividad 8 de la semana 8,Piso 2,,0,2,MATERIALES,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,8,8,2026-02-27,PRE,RECONSTRUIDO,cmtck59s10030xgpbqjaqpfaz,,Actividad 9 de la semana 8,Piso 1,,0,3,MANO_OBRA,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,8,8,2026-02-27,PRE,RECONSTRUIDO,cmtck59s30031xgpbvw5q4s2b,,Actividad 10 de la semana 8,Piso 2,,0,1,PRERREQUISITO,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,8,8,2026-02-27,PRE,RECONSTRUIDO,cmtck59s40032xgpbiydtps8y,,Actividad 11 de la semana 8,Piso 1,,0,5,INFORMACION,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,8,8,2026-02-27,PRE,RECONSTRUIDO,cmtck59s60033xgpbyqkx3q2o,,Actividad 12 de la semana 8,Piso 2,,0,4,EQUIPOS,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,8,8,2026-02-27,PRE,RECONSTRUIDO,cmtck59s70034xgpbtcnhywba,,Actividad 13 de la semana 8,Piso 1,,0,6,CLIENTE_TERCEROS,EXTERNA,,,,0
cmtck59kx0000xgpbxk8eymvl,9,9,2026-03-06,PRE,RECONSTRUIDO,cmtck59sa0036xgpbe5sg5abj,,Actividad 1 de la semana 9,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,9,9,2026-03-06,PRE,RECONSTRUIDO,cmtck59sc0037xgpbcp2r0lpj,,Actividad 2 de la semana 9,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,9,9,2026-03-06,PRE,RECONSTRUIDO,cmtck59sd0038xgpbej26pj5w,,Actividad 3 de la semana 9,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,9,9,2026-03-06,PRE,RECONSTRUIDO,cmtck59sg0039xgpb7zxregr2,,Actividad 4 de la semana 9,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,9,9,2026-03-06,PRE,RECONSTRUIDO,cmtck59sh003axgpbwyglmhah,,Actividad 5 de la semana 9,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,9,9,2026-03-06,PRE,RECONSTRUIDO,cmtck59sj003bxgpbckwfgia7,,Actividad 6 de la semana 9,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,9,9,2026-03-06,PRE,RECONSTRUIDO,cmtck59sk003cxgpbr1fwwf7m,,Actividad 7 de la semana 9,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,9,9,2026-03-06,PRE,RECONSTRUIDO,cmtck59sm003dxgpbwxlgqdiu,,Actividad 8 de la semana 9,Piso 2,,0,3,MANO_OBRA,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,9,9,2026-03-06,PRE,RECONSTRUIDO,cmtck59sn003exgpb5oho672d,,Actividad 9 de la semana 9,Piso 1,,0,1,PRERREQUISITO,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,9,9,2026-03-06,PRE,RECONSTRUIDO,cmtck59sp003fxgpbw2y3f91e,,Actividad 10 de la semana 9,Piso 2,,0,5,INFORMACION,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,9,9,2026-03-06,PRE,RECONSTRUIDO,cmtck59sr003gxgpbq36z6i54,,Actividad 11 de la semana 9,Piso 1,,0,4,EQUIPOS,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,9,9,2026-03-06,PRE,RECONSTRUIDO,cmtck59st003hxgpb92sodpx7,,Actividad 12 de la semana 9,Piso 2,,0,6,CLIENTE_TERCEROS,EXTERNA,,,,0
cmtck59kx0000xgpbxk8eymvl,10,10,2026-03-13,PRE,RECONSTRUIDO,cmtck59sy003jxgpbid6cf2s9,,Actividad 1 de la semana 10,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,10,10,2026-03-13,PRE,RECONSTRUIDO,cmtck59sz003kxgpbra8sq17o,,Actividad 2 de la semana 10,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,10,10,2026-03-13,PRE,RECONSTRUIDO,cmtck59t1003lxgpbaa9ikvez,,Actividad 3 de la semana 10,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,10,10,2026-03-13,PRE,RECONSTRUIDO,cmtck59t2003mxgpbxkh08s9a,,Actividad 4 de la semana 10,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,10,10,2026-03-13,PRE,RECONSTRUIDO,cmtck59t4003nxgpbkn1621oj,,Actividad 5 de la semana 10,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,10,10,2026-03-13,PRE,RECONSTRUIDO,cmtck59t6003oxgpbuor9xq0n,,Actividad 6 de la semana 10,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,10,10,2026-03-13,PRE,RECONSTRUIDO,cmtck59t8003pxgpbqxyrdml7,,Actividad 7 de la semana 10,Piso 1,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,10,10,2026-03-13,PRE,RECONSTRUIDO,cmtck59t9003qxgpb09yunlhm,,Actividad 8 de la semana 10,Piso 2,,1,,,,,,,0
cmtck59kx0000xgpbxk8eymvl,10,10,2026-03-13,PRE,RECONSTRUIDO,cmtck59tb003rxgpb5m6ye4vt,,Actividad 9 de la semana 10,Piso 1,,0,5,INFORMACION,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,10,10,2026-03-13,PRE,RECONSTRUIDO,cmtck59td003sxgpbflm67vcy,,Actividad 10 de la semana 10,Piso 2,,0,4,EQUIPOS,EVITABLE,,,,0
cmtck59kx0000xgpbxk8eymvl,10,10,2026-03-13,PRE,RECONSTRUIDO,cmtck59te003txgpbd7jkrd94,,Actividad 11 de la semana 10,Piso 1,,0,6,CLIENTE_TERCEROS,EXTERNA,,,,0
cmtck59kx0000xgpbxk8eymvl,10,10,2026-03-13,PRE,RECONSTRUIDO,cmtck59tg003uxgpbu6h0hh1t,,Actividad 12 de la semana 10,Piso 2,,0,7,CLIMA,EXTERNA,,,,0
cmtck59kx0000xgpbxk8eymvl,10,10,2026-03-13,PRE,RECONSTRUIDO,cmtck59th003vxgpbc5adk8k3,,Actividad 13 de la semana 10,Piso 1,,0,2,MATERIALES,EVITABLE,,,,0
